"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","area_basal","n_caule","multicaule","multicaule_l","rel_hd"
"8B",1980,"Myrtaceae","Lophostemon","confertus","Lophostemon confertus","Tree",17.78,84.61,0.73,0.562254929,1,0,"No",0.210140645
"8B",1984,"Sapotaceae","Chrysophyllum","oliviforme","Chrysophyllum oliviforme","Tree",12.18,33.77,0.9,0.08956782,1,0,"No",0.360675155
"8B",1985,"Sapotaceae","Chrysophyllum","oliviforme","Chrysophyllum oliviforme","Tree",13.75,32.18,0.9,0.081332095,1,0,"No",0.427284027
"8B",1987,"Myrtaceae","Eugenia","sprengelii","Eugenia sprengelii","Shrub",8.72,11.27,0.73,0.00997557,1,0,"No",0.773735581
"8B",1990,"Myrtaceae","Lophostemon","confertus","Lophostemon confertus","Tree",16.31,70.73,0.73,0.392913723,1,0,"No",0.230595221
"8B",1991,"Myrtaceae","Syzygium","jambos","Syzygium jambos","Tree",9.16,30.24,0.7,0.071821332,1,0,"No",0.302910053
"8B",1992,"Phyllanthaceae","Bridelia","tomentosa","Bridelia tomentosa","Tree",6.08,27.12356909,0.61,0.0577808,2,1,"Yes",0.22415929
"8B",1993,"Myrtaceae","Eucalyptus",NA,NA,"Tree",25.8,60.8,0.83,0.290333427,1,0,"No",0.424342105
"8B",1994,"Myrtaceae","Plinia","peruviana","Plinia peruviana","Shrub",6.02,10.25,0.95,0.008251589,1,0,"No",0.587317073
"8B",1996,"Myrtaceae","Melaleuca","leucadendra","Melaleuca leucadendra","Tree",14.68,54.94,0.63,0.237064864,1,0,"No",0.267200582
"8B",1997,"Ebenaceae","Diospyros","ebenaster","Diospyros ebenaster","Tree",10.37,47.24,0.68,0.175270836,1,0,"No",0.219517358
"8B",1998,"Myrtaceae","Psidium","cattleianum","Psidium cattleianum","Tree",10.62,35.68454287,1.12,0.10001155,3,1,"Yes",0.297607848
"8B",2000,"Melastomataceae","Mouriri",NA,NA,"Tree",19.56,74.79640165,0.84,0.439391136,2,1,"Yes",0.261509906
"8B",2001,"Clusiaceae","Garcinia","leptophylla","Garcinia leptophylla","Tree",17.24,37.97,0.74,0.113232495,1,0,"No",0.454042665
"8B",2002,"Sapotaceae","Chrysophyllum","oliviforme","Chrysophyllum oliviforme","Tree",11.98,39.31,0.9,0.121365701,1,0,"No",0.304757059
"8B",2003,"Myrtaceae","Syzygium","jambos","Syzygium jambos","Tree",12.67,32.79,0.7,0.084444762,1,0,"No",0.386398292
"8B",2006,"Myrtaceae","Eugenia","candolleana","Eugenia candolleana","Tree",7.75,20.59,0.73,0.033296806,1,0,"No",0.376396309
"8B",2007,"Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Tree",11.76,36.97719568,0.71,0.107388512,3,1,"Yes",0.318033853
"8B",2008,"Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Tree",10.28,32.15,0.71,0.081180521,1,0,"No",0.319751166
"8C",2011,"Cupressaceae","Cupressus","funebris","Cupressus funebris","Tree",11.93,54.49,0.47,0.233197289,1,0,"No",0.218939255
"8C",2012,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",7.5,12.99,0.83,0.013252816,1,0,"No",0.577367206
"8C",2013,"Myrtaceae","Eucalyptus",NA,NA,"Tree",28,129.23,0.83,1.311645791,1,0,"No",0.216667956
"8C",2016,"Myrtaceae","Eugenia","involucrata","Eugenia involucrata","Shrub/tree",5.84,28.00368012,0.73,0.061591403,2,1,"Yes",0.208544019
"8C",2017,"Myrtaceae","Myrciaria","tenella","Myrciaria tenella","Tree",4.87,13.85,0.7,0.015065704,1,0,"No",0.351624549
"8C",2018,"Myrtaceae","Backhousia","citriodora","Backhousia citriodora","Tree",24.34,68.37,0.83,0.367130986,1,0,"No",0.356004095
"8C",2021,"Myrtaceae","Myrcia","loranthifolia","Myrcia loranthifolia","Tree",10.03,32.53,0.78,0.083110904,1,0,"No",0.308330772
"8C",2023,"Sapotaceae","Mimusops","elengi","Mimusops elengi","Tree",10.22,29.06,0.87,0.066325587,1,0,"No",0.351686167
"8C",2024,"Myrtaceae","Eugenia","moschata","Eugenia moschata","Tree",9.7,52.49585507,0.73,0.216441188,2,1,"Yes",0.184776493
"8C",2025,"Myrtaceae","Eugenia","blastantha","Eugenia blastantha","Tree",2.7,35.23550056,0.73,0.097510363,2,1,"Yes",0.076627264
"8C",2027,"Myrtaceae","Melaleuca","armillaris","Melaleuca armillaris","Tree",17.8,31.99,0.76,0.080374514,1,0,"No",0.556423882
"8C",2029,"Myrtaceae",NA,NA,NA,"Tree",22.7,129.36,0.62,1.314286041,1,0,"No",0.175479283
"8C",2030,"Myrtaceae","Corymbia","torelliana","Corymbia torelliana","Tree",18.11,89.25,0.73,0.625613816,1,0,"No",0.202913165
"8C",2032,"Myrtaceae","Psidium","cattleianum","Psidium cattleianum","Tree",3.65,20.89623172,1.12,0.034294607,2,1,"Yes",0.174672642
"8C",2036,"Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Tree",12.27,28.3,0.76,0.062901754,1,0,"No",0.433568905
"8C",2037,"Myrtaceae","Eugenia","moschata","Eugenia moschata","Tree",6.55,14.83,0.73,0.017273175,1,0,"No",0.441672286
"8C",2041,"Myrtaceae","Eugenia","moschata","Eugenia moschata","Tree",8.73,43.15102896,0.73,0.146242026,3,1,"Yes",0.202312673
"8C",2043,"Myrtaceae","Plinia","edulis","Plinia edulis","Tree",11.5,47.62,0.95,0.178101945,1,0,"No",0.24149517
"8C",2045,"Sapotaceae","Manilkara",NA,NA,"Tree",16.51,66.34,0.89,0.345653386,1,0,"No",0.24886946
"8C",2046,"Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Tree",10.24,24.51,0.71,0.047182017,1,0,"No",0.417788658
"8C",2047,"Myrtaceae","Myrciaria","disticha","Myrciaria disticha","Tree",7.5,23.08,0.7,0.041837092,1,0,"No",0.324956672
"8C",2048,"Myrtaceae","Eugenia","itaguahiensis","Eugenia itaguahiensis","Tree",6.88,22.49503279,0.73,0.039743228,3,1,"Yes",0.305845298
"8C",2049,"Lythraceae","Lagerstroemia","speciosa","Lagerstroemia speciosa","Tree",9.72,70.98,0.55,0.395696193,1,0,"No",0.136939983
"8C",2050,"Myrtaceae","Eugenia","luschnathiana","Eugenia luschnathiana","Tree",12.9,26.9,0.73,0.056832197,1,0,"No",0.479553903
"8C",2051,"Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Tree",8.18,34.19802333,0.71,0.091852692,2,1,"Yes",0.239195111
"8C",2053,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","Tree",9.71,45.51711876,0.82,0.162719428,2,1,"Yes",0.213326332
"8C",2059,"Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Tree",7,18.58584677,0.73,0.027130299,2,1,"Yes",0.376630674
"8C",2060,"Myrtaceae","Eugenia","rostrifolia","Eugenia rostrifolia","Tree",12.19,60.92,0.73,0.291480611,1,0,"No",0.20009849
"8C",2061,"Myrtaceae","Eugenia","macrosperma","Eugenia macrosperma","Tree",7.33,18.3,0.73,0.026302199,1,0,"No",0.400546448
"8C",2063,"Myrtaceae",NA,NA,NA,"Tree",14.01,25.78,0.76,0.052198222,1,0,"No",0.543444531
"8C",2064,"Myrtaceae","Eugenia","sprengelii","Eugenia sprengelii","Tree",9.66,25.81171052,0.73,0.052326713,4,1,"Yes",0.374248735
"8C",2065,"Myrtaceae","Plinia","edulis","Plinia edulis","Tree",10.09,20.8720986,0.95,0.034215439,2,1,"Yes",0.483420484
"8D",2074,"Cupressaceae","Cupressus","funebris","Cupressus funebris","Tree",13.13,56.18,0.47,0.247886771,1,0,"No",0.233713065
"8D",2075,"Cupressaceae","Cupressus","funebris","Cupressus funebris","Tree",13.27,47.43,0.47,0.176683556,1,0,"No",0.279780729
"8D",2078,"Sapotaceae","Pouteria","caimito","Pouteria caimito","Tree",8.59,51.70843742,0.95,0.209996816,2,1,"Yes",0.166123759
"8D",2079,"Sapotaceae","Mimusops","balata","Mimusops balata","Tree",13.87,62.58,0.83,0.307582058,1,0,"No",0.221636306
"8D",2080,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",35,81.17,0.52,0.517464991,1,0,"No",0.431193791
"8D",2081,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",24.97,67.23,0.52,0.354989987,1,0,"No",0.371411572
"8D",2082,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",35,78.05,0.52,0.47844905,1,0,"No",0.448430493
"8D",2084,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",24.6,66.08,0.52,0.342949323,1,0,"No",0.372276029
"8D",2085,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",21.07,65.06,0.52,0.332443617,1,0,"No",0.323854903
"8D",2086,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",24.92,67.74,0.52,0.360396252,1,0,"No",0.367877177
"8D",2087,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",36.04,75.25,0.52,0.444736619,1,0,"No",0.478936877
"8D",2088,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",25.09,71.3,0.52,0.399272079,1,0,"No",0.351893408
"8D",2093,"Arecaceae","Livistona","saribus","Livistona saribus","Palm",20.31,30.4,0.71,0.072583357,1,0,"No",0.668092105
"8D",2095,"Malvaceae","Luehea","divaricata","Luehea divaricata","Tree",5.92,48.82295157,0.64,0.187213837,3,1,"Yes",0.121254447
"8D",2098,"Sapotaceae","Pouteria",NA,NA,"Tree",7.71,21.94157014,0.62,0.03781162,2,1,"Yes",0.351387797
"8D",2099,"Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Tree",4.56,10.66,0.73,0.008924919,1,0,"No",0.427767355
"8D",2100,"Myrtaceae","Myrciaria","tenella","Myrciaria tenella","Tree",8.53,28.89035306,0.7,0.065553454,4,1,"Yes",0.295254266
"8D",2101,"Myrtaceae","Eucalyptus",NA,NA,"Tree",27.57,114.78,0.83,1.034718758,1,0,"No",0.240198641
"8D",2102,"Sapotaceae","Pouteria","caimito","Pouteria caimito","Tree",10.67,31.19,0.95,0.076404798,1,0,"No",0.342096826
"8D",2105,"Fabaceae","Erythrina","fusca","Erythrina fusca","Tree",21.62,117.14,0.37,1.07770605,1,0,"No",0.184565477
"8D",2107,"Myristicaceae","Virola",NA,NA,"Tree",20.73,45.58,0.48,0.163169327,1,0,"No",0.454804739
"8D",2109,"Myristicaceae","Virola",NA,NA,"Tree",19.33,54.88,0.48,0.23654735,1,0,"No",0.352223032
"8D",2111,"Lecythidaceae","Gustavia","augusta","Gustavia augusta","Tree",8.47,14.58,0.63,0.016695711,1,0,"No",0.580932785
"8D",2113,"Rutaceae","Citrus",NA,NA,"Tree",6.57,18.44828718,0.74,0.026730186,2,1,"Yes",0.356130623
"8D",2117,"Myrtaceae","Eugenia",NA,NA,"Shrub/tree",4.75,10.47,0.73,0.008609605,1,0,"No",0.453677173
"8D",2118,"Moraceae","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",17.4,63.04293458,0.53,0.312149557,2,1,"Yes",0.27600238
"8D",2120,"Myrtaceae","Campomanesia","schlechtendaliana","Campomanesia schlechtendaliana","Tree",10.18,32.87839716,0.82,0.084900678,2,1,"Yes",0.309625799
"8D",2121,"Sapotaceae","Manilkara","zapota","Manilkara zapota","Tree",10.16,56.49391472,0.81,0.250664725,2,1,"Yes",0.179842379
"8D",2122,"Rutaceae","Citrus",NA,NA,"Tree",6.25,29.38667045,0.74,0.067825132,3,1,"Yes",0.212681461
"8D",2125,"Rutaceae","Citrus",NA,NA,"Tree",5.7,26.79683937,0.74,0.056397133,2,1,"Yes",0.212711653
"9A",2141,"Malvaceae","Hydrogaster","trinervis","Hydrogaster trinervis","Tree",6,22.28,0.63,0.038987039,1,0,"No",0.26929982
"9A",2143,"Arecaceae","Attalea",NA,NA,"Palm",20.68,26.01,0.33,0.053133764,1,0,"No",0.795078816
"9A",2145,"Lamiaceae","Tectona","grandis","Tectona grandis","Tree",20.93,68.28,0.52,0.366165064,1,0,"No",0.306531927
"9A",2147,"Arecaceae","Sabal","mauritiiformis","Sabal mauritiiformis","Palm",12.43,22.31,0.54,0.039092102,1,0,"No",0.55714926
"9A",2149,"Arecaceae","Acrocomia","aculeata","Acrocomia aculeata","Palm",14.43,36.54,0.54,0.104864132,1,0,"No",0.394909688
"9A",2150,"Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Tree",9,28.68,0.2,0.064602329,1,0,"No",0.313807531
"9A",2151,"Malvaceae","Luehea","grandiflora","Luehea grandiflora","Tree",11.79,31.67,0.57,0.078774564,1,0,"No",0.372276602
"9A",2152,"Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Tree",8,11.52,0.2,0.01042305,1,0,"No",0.694444444
"9A",2153,"Malvaceae","Berrya","cordifolia","Berrya cordifolia","Tree",14.69,19.1,0.77,0.02865211,1,0,"No",0.769109948
"9A",2154,"Malvaceae","Microcos","tomentosa","Microcos tomentosa","Tree",13.09,60.48,0.64,0.287285328,1,0,"No",0.216435185
"9A",2155,NA,NA,NA,NA,"Tree",8.56,27.57,0.62,0.059698499,1,0,"No",0.310482408
"9A",2156,"Polygonaceae","Coccoloba","latifolia","Coccoloba latifolia","Tree",10,11.75,0.58,0.010843403,1,0,"No",0.85106383
"9A",2157,"Rutaceae","Citrus",NA,NA,"Tree",6,14.90213743,0.74,0.017441628,2,1,"Yes",0.402626806
"9A",2158,"Malvaceae","Hydrogaster","trinervis","Hydrogaster trinervis","Tree",10.28,20.21,0.63,0.032079125,1,0,"No",0.50865908
"9B",2161,"Arecaceae","Linospadix",NA,NA,"Palm",12.6,24.51,0.82,0.047182017,1,0,"No",0.514075887
"9B",2166,"Strelitziaceae","Ravenala","madagascariensis","Ravenala madagascariensis","Arborescent",10.94,53.38259454,0.62,0.223815025,5,1,"Yes",0.204935712
"9B",2174,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril","Tree",19.03,28.62,0.74,0.064332309,1,0,"No",0.664919637
"9B",2175,"Lauraceae","Cinnamomum","verum","Cinnamomum verum","Tree",3,35.27,0.5,0.097701403,1,0,"No",0.085058123
"9B",2176,"Myristicaceae","Virola","surinamensis","Virola surinamensis","Tree",24.25,61.75,0.4,0.299477228,1,0,"No",0.392712551
"9B",2177,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Tree",13.88,26.1,0.68,0.053502108,1,0,"No",0.531800766
"9B",2178,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",22.78,84.99,0.47,0.567316663,1,0,"No",0.268031533
"9B",2179,"Fabaceae","Andira","legalis","Andira legalis","Tree",12.15,33.71,0.77,0.089249828,1,0,"No",0.360427173
"9B",2180,"Myrtaceae",NA,NA,NA,"Tree",9.44,32.56,0.76,0.083264269,1,0,"No",0.28992629
"9B",2182,"Lecythidaceae","Lecythis",NA,NA,"Tree",17.2,80.53,0.88,0.509337063,1,0,"No",0.213584999
"9B",2184,"Fabaceae","Dahlstedtia","pinnata","Dahlstedtia pinnata","Tree",4,19.48971524,0.72,0.029833271,2,1,"Yes",0.205236452
"9B",2185,"Myristicaceae","Virola","surinamensis","Virola surinamensis","Tree",22.5,59.27,0.4,0.275905105,1,0,"No",0.379618694
"9B",2186,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril","Tree",26,86.52,0.74,0.58792632,1,0,"No",0.300508553
"9B",2187,"Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Tree",8,22.84147981,0.61,0.04097683,2,1,"Yes",0.350240005
"9B",2188,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",10.11,33.87,0.47,0.090099063,1,0,"No",0.298494243
"9B",2189,"Meliaceae","Trichilia","elegans","Trichilia elegans","Tree",7.56,42.08,0.64,0.139072526,1,0,"No",0.179657795
"9B",2190,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",26.57,65.89,0.52,0.340979992,1,0,"No",0.403247837
"9B",2192,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",14,36.76,0.76,0.106130665,1,0,"No",0.380848749
"9B",2194,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Tree",15.79,64.04194485,0.68,0.322120902,3,1,"Yes",0.246557159
"9B",2195,"Lecythidaceae","Cariniana","estrellensis","Cariniana estrellensis","Tree",13.1,17,0.78,0.022698007,1,0,"No",0.770588235
"9B",2196,"Lecythidaceae","Cariniana","estrellensis","Cariniana estrellensis","Tree",22.82,36.83,0.78,0.106535247,1,0,"No",0.619603584
"9B",2197,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril","Tree",27,116.5,0.74,1.065962022,1,0,"No",0.231759657
"9B",2198,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",9.97,30.02,0.76,0.070780114,1,0,"No",0.332111925
"9B",2200,"Fabaceae","Copaifera","lucens","Copaifera lucens","Tree",10,25.78,0.61,0.052198222,1,0,"No",0.387897595
"9B",2203,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Palm",7.63,22.44588826,0.51,0.039569765,3,1,"Yes",0.339928628
"9B",2207,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",14.7,43.44349549,0.39,0.148231125,16,1,"Yes",0.338370562
"9B",2209,"Fabaceae","Hymenaea","courbaril","Hymenaea courbaril","Tree",24.59,123.19,0.74,1.191902668,1,0,"No",0.199610358
"9B",2210,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Tree",17.09,36.92,0.52,0.107056556,1,0,"No",0.462892741
"9C",2219,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",40.42,82.19,0.52,0.530551861,1,0,"No",0.491787322
"9C",2220,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",26.57,66.84,0.52,0.350883353,1,0,"No",0.397516457
"9C",2221,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",40,79.51,0.52,0.49651616,1,0,"No",0.503081373
"9C",2222,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",25.75,64.94,0.52,0.331218396,1,0,"No",0.396519864
"9C",2223,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",40,82.06,0.52,0.52887484,1,0,"No",0.487448209
"9C",2224,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",23.76,63.66,0.52,0.318290114,1,0,"No",0.373232799
"9C",2225,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",40,80.72,0.52,0.511743326,1,0,"No",0.495540139
"9C",2229,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",24.51,24.1,0.52,0.045616711,1,0,"No",1.017012448
"9C",2233,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",18.15,53.48,0.52,0.224632546,1,0,"No",0.339379207
"9C",2234,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",39,83.4,0.52,0.546288405,1,0,"No",0.467625899
"9C",2235,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",20.46,52.2,0.52,0.214008433,1,0,"No",0.391954023
"9C",2236,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",40,80.21,0.52,0.505297226,1,0,"No",0.498690936
"9C",2237,"Myristicaceae","Virola","surinamensis","Virola surinamensis","Tree",17.14,56.02,0.4,0.246476825,1,0,"No",0.305962156
"9C",2238,"Myristicaceae","Virola","surinamensis","Virola surinamensis","Tree",15.66,41,0.4,0.132025431,1,0,"No",0.38195122
"9C",2239,"Myristicaceae","Virola","surinamensis","Virola surinamensis","Tree",19.25,49.02,0.4,0.188728068,1,0,"No",0.392696858
"9C",2241,"Lecythidaceae","Lecythis",NA,NA,"Tree",23.84,117.93,0.88,1.09229131,1,0,"No",0.20215382
"9C",2242,"Lecythidaceae","Lecythis",NA,NA,"Tree",12.53,47.01,0.88,0.17356829,1,0,"No",0.266539034
"9C",2243,"Arecaceae","Acrocomia","aculeata","Acrocomia aculeata","Palm",21.47,25.94,0.54,0.052848154,1,0,"No",0.82767926
"9C",2244,"Lecythidaceae","Lecythis",NA,NA,"Tree",20.14,131.46,0.88,1.357304026,1,0,"No",0.153202495
"9C",2245,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Tree",14.58,29.35,0.68,0.067655965,1,0,"No",0.496763203
"9C",2247,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Tree",13.9,57.46103201,0.68,0.259320425,5,1,"Yes",0.241903069
"9C",2248,"Anacardiaceae","Astronium","graveolens","Astronium graveolens","Tree",24.91,38.67,0.82,0.117445999,1,0,"No",0.644168606
"9C",2249,"Lecythidaceae","Lecythis",NA,NA,"Tree",17.32,77.57,0.88,0.472582314,1,0,"No",0.223282197
"9C",2251,"Fabaceae","Peltophorum","dubium","Peltophorum dubium","Tree",24,96.93,0.74,0.737914946,1,0,"No",0.247601362
"9C",2252,"Lecythidaceae","Lecythis",NA,NA,"Tree",19.92,116.82,0.88,1.071825994,1,0,"No",0.170518747
"9C",2253,"Moraceae","Ficus","cyclophylla","Ficus cyclophylla","Tree",15.99,84.99,0.41,0.567316663,1,0,"No",0.188139781
"9D",2256,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","Tree",13.42,26.74,0.85,0.056158136,1,0,"No",0.501869858
"9D",2258,"Myrtaceae","Eugenia",NA,NA,"Tree",5.5,15.69,0.73,0.019334626,1,0,"No",0.350541746
"9D",2259,"Sapindaceae","Litchi","chinensis","Litchi chinensis","Tree",13.1,112.7979264,0.85,0.999291316,3,1,"Yes",0.116136887
"9D",2260,"Apocynaceae","Tabernaemontana","crassa","Tabernaemontana crassa","Tree",8.03,11.68,0.55,0.01071459,1,0,"No",0.6875
"9D",2261,"Sapindaceae","Pseudima","frutescens","Pseudima frutescens","Tree",10.37,18.18,0.62,0.025958383,1,0,"No",0.570407041
"9D",2262,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Tree",18.4,32.56,0.68,0.083264269,1,0,"No",0.565110565
"9D",2263,"Sapindaceae","Sapindus","saponaria","Sapindus saponaria","Tree",13.97,30.14,0.62,0.071347109,1,0,"No",0.46350365
"9D",2265,"Juglandaceae","Carya","illinoinensis","Carya illinoinensis","Tree",12.8,48.57,0.61,0.185278953,1,0,"No",0.263537163
"9D",2266,"Anacardiaceae","Spondias","mombin","Spondias mombin","Tree",21,114.27,0.37,1.02554409,1,0,"No",0.183775269
"9D",2267,"Sapindaceae","Nephelium","lappaceum","Nephelium lappaceum","Tree",14.76,19.74,0.62,0.030604422,1,0,"No",0.747720365
"9D",2268,"Sapindaceae","Talisia","esculenta","Talisia esculenta","Tree",6.64,11.75,0.91,0.010843403,1,0,"No",0.565106383
"9D",2269,"Myrtaceae","Myrcia","selloi","Myrcia selloi","Tree",3.9,10.57,0.78,0.008774853,1,0,"No",0.36896878
"9D",2270,"Sapindaceae","Talisia","esculenta","Talisia esculenta","Tree",6.1,11.08,0.91,0.009642051,1,0,"No",0.550541516
"9D",2273,"Myrtaceae","Myrcia","selloi","Myrcia selloi","Tree",4,18.14,0.78,0.025844281,1,0,"No",0.220507166
"9D",2274,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Tree",12.04,34.35,0.68,0.092670896,1,0,"No",0.350509461
"9D",2275,"Sapindaceae",NA,NA,NA,"Tree",6.45,12.92,0.75,0.013110369,1,0,"No",0.499226006
"9D",2279,"Rutaceae",NA,NA,NA,"Tree",7.94,16.27,0.7,0.020790503,1,0,"No",0.488014751
"9D",2282,"Fabaceae","Pterocarpus","rohrii","Pterocarpus rohrii","Tree",13.66,56.09,0.41,0.247093182,1,0,"No",0.243537172
"9D",2283,"Cordiaceae","Cordia","sellowiana","Cordia sellowiana","Tree",9.07,16.49,0.51,0.021356555,1,0,"No",0.550030321
"9D",2285,"Salicaceae","Casearia","sylvestris","Casearia sylvestris","Tree",8.8,21.8,0.84,0.037325262,1,0,"No",0.403669725
"9D",2289,"Lecythidaceae","Lecythis",NA,NA,"Tree",12.34,31.19,1.01,0.076404798,1,0,"No",0.395639628
"9D",2291,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Tree",12.99,23.3,0.68,0.042638481,1,0,"No",0.55751073
"9D",2292,"Cordiaceae","Cordia","myxa","Cordia myxa","Tree",8.49,32.15,0.33,0.081180521,1,0,"No",0.26407465
"9D",2293,"Malvaceae","Cola","verticillata","Cola verticillata","Tree",11,34.57,0.6,0.093861749,1,0,"No",0.318194967
"9D",2294,"Malvaceae","Cola","verticillata","Cola verticillata","Tree",18.39,47.17,0.6,0.17475179,1,0,"No",0.389866441
"9D",2295,"Malvaceae","Cola","verticillata","Cola verticillata","Tree",12.27,20.75,0.6,0.0338163,1,0,"No",0.591325301
"9D",2296,"Fabaceae","Libidibia","ferrea","Libidibia ferrea","Tree",27.02,73.59,1.17,0.425331441,1,0,"No",0.367169452
