"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","n_caule","multicaule","multicaule_l","rel_hd","area_basal"
"30E",5645,"EUPHORBIACEAE","Ricinodendron","heudelotii","Ricinodendron heudelotii","Tree",15.61,52.52,0.19,1,0,"No",0.297220106626047,0.216640333816662
"30E",5648,"EUPHORBIACEAE","Sapium","glandulosum","Sapium glandulosum","Tree",10.35,39.79,0.45,1,0,"No",0.260115606936416,0.124347700834985
"30E",5654,"EUPHORBIACEAE","Sapium","glandulosum","Sapium glandulosum","Tree",16.44,43.61,0.45,1,0,"No",0.376977757395093,0.149369543843031
"30E",5655,"EUPHORBIACEAE","Jatropha","curcas","Jatropha curcas","Shrub",4.38,13.85,0.46,1,0,"No",0.316245487364621,0.0150657039198307
"30F",5657,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",26,69.71,0.52,1,0,"No",0.372973748386171,0.38166298871991
"30F",5658,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",30,71.62,0.52,1,0,"No",0.418877408545099,0.402864050304606
"30F",5660,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",26,66.84,0.52,1,0,"No",0.388988629563136,0.350883352506089
"30F",5662,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",30,66.84,0.52,1,0,"No",0.448833034111311,0.350883352506089
"30F",5664,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",30,65.25,0.52,1,0,"No",0.459770114942529,0.334388176804985
"30F",5666,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",14.38,154.508712052104,0.53,4,1,"Yes",0.0930691856078039,1.87497648802336
"30F",5667,"MYRTACEAE","Campomanesia","reitziana","Campomanesia reitziana","Shrub/tree",10.61,36.9820672759109,0.82,2,1,"Yes",0.286895806035999,0.107416809794773
"30F",5668,"MYRTACEAE","Campomanesia","reitziana","Campomanesia reitziana","Shrub/tree",6.2,13.53,0.82,1,0,"No",0.458240946045824,0.0143775694649884
"30F",5669,"MYRTACEAE","Campomanesia","reitziana","Campomanesia reitziana","Shrub/tree",7.29,15.6,0.82,1,0,"No",0.467307692307692,0.0191134497044403
"30F",5671,"LEGUMINOSAE","Luetzelburgia","guaissara","Luetzelburgia guaissara","Tree",4.51,24.03,0.67,1,0,"No",0.187682064086558,0.045352102233057
"30F",5672,"MYRTACEAE","Campomanesia","guazumifolia","Campomanesia guazumifolia","Tree",8.94,31.51,0.82,1,0,"No",0.283719454141542,0.0779806207013875
"30F",5673,"MELIACEAE","Swietenia","macrophylla","Swietenia macrophylla","Tree",20.15,93.26,0.47,1,0,"No",0.216062620630495,0.683094366332228
"30F",5674,"LEGUMINOSAE","Libidibia","ferrea","Libidibia ferrea","Tree",15.15,63.66,1.17,1,0,"No",0.237983034872762,0.318290114123258
"30F",5675,"APOCYNACEAE","Aspidosperma","olivaceum","Aspidosperma olivaceum","Tree",8,25.46,0.75,1,0,"No",0.314218381775334,0.0509104200132921
"30F",5676,"LEGUMINOSAE","Luetzelburgia","guaissara","Luetzelburgia guaissara","Tree",7.6,13.78,0.67,1,0,"No",0.551523947750363,0.014913800061048
"30F",5677,"LEGUMINOSAE",NA,NA,"NA NA","Tree",18,111.73,0.72,1,0,"No",0.16110265819386,0.980459093626143
"30F",5678,"MYRTACEAE","Campomanesia","reitziana","Campomanesia reitziana","Shrub/tree",7.49,15.28,0.82,1,0,"No",0.490183246073298,0.0183373506552975
"30F",5679,"LEGUMINOSAE","Pterocarpus","indicus","Pterocarpus indicus","Tree",6.04,17.83,0.52,1,0,"No",0.338754907459338,0.0249685066187703
"30F",5680,"MYRTACEAE","Campomanesia","guazumifolia","Campomanesia guazumifolia","Tree",11.57,40.2608544370335,0.82,2,1,"Yes",0.287375917917864,0.127308047154407
"30F",5681,"MALVACEAE","Spirotheca","rivieri","Spirotheca rivieri","Tree",9.32,42.97,0.47,1,0,"No",0.216895508494298,0.145017558371866
"30F",5682,"CALOPHYLLACEAE","Calophyllum","calaba","Calophyllum calaba","Tree",11.61,52.2,0.55,1,0,"No",0.222413793103448,0.21400843315519
"30F",5683,"LEGUMINOSAE","Ormosia","arborea","Ormosia arborea","Tree",15.82,64.94,0.7,1,0,"No",0.243609485679088,0.331218396211311
"30F",5684,"MYRTACEAE","Eugenia","moschata","Eugenia moschata","Tree",5.99,19.26,0.73,1,0,"No",0.311007268951194,0.0291341563756691
"30F",5685,"EUPHORBIACEAE","Sapium","haematospermum","Sapium haematospermum","Tree",8.23,18.68,0.33,1,0,"No",0.440578158458244,0.0274058720091498
"30F",5686,"POLYGONACEAE","Triplaris","weigeltiana","Triplaris weigeltiana","Tree",8.78,12.89,0.49,1,0,"No",0.681148176881303,0.0130495554184629
"30F",5687,"LEGUMINOSAE","Pentaclethra","macroloba","Pentaclethra macroloba","Tree",9,42.02,0.65,1,0,"No",0.214183722037125,0.138676214330687
"30F",5688,"APOCYNACEAE","Aspidosperma","pyricollum","Aspidosperma pyricollum","Tree",14.82,32.94,0.75,1,0,"No",0.449908925318761,0.0852191250646155
"30F",5689,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",12.67,52.2,0.89,1,0,"No",0.24272030651341,0.21400843315519
"30F",5690,"LECYTHIDACEAE","Cariniana","estrellensis","Cariniana estrellensis","Tree",17.47,72.89,0.78,1,0,"No",0.239676224447798,0.417278282155862
"30F",5691,"MALVACEAE","Pseudobombax","munguba","Pseudobombax munguba","Tree",15.61,54.43,0.27,1,0,"No",0.28679037295609,0.232684015529555
"30F",5693,"LEGUMINOSAE","Tetrapleura","tetraptera","Tetrapleura tetraptera","Tree",9.6,31.19,0.52,1,0,"No",0.30779095864059,0.0764047978263468
"30F",5696,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",13.34,26.29,0.68,1,0,"No",0.507417268923545,0.054283901474625
"30F",5697,"BIGNONIACEAE","Tabebuia","rosea","Tabebuia rosea","Tree",13.41,140.06,0.54,1,0,"No",0.0957446808510638,1.54070015191685
"30F",5698,"BIGNONIACEAE","Tabebuia","rosea","Tabebuia rosea","Tree",14.22,148.01,0.54,1,0,"No",0.0960745895547598,1.72056862281612
"30F",5699,"BIGNONIACEAE","Handroanthus","ochraceus","Handroanthus ochraceus","Tree",16.66,44.56,0.76,1,0,"No",0.373877917414722,0.155948156669373
"30F",5701,"PROTEACEAE","Macadamia","ternifolia","Macadamia ternifolia","Tree",6.29,14.48,0.9,1,0,"No",0.43439226519337,0.0164674747078808
"30F",5702,"LEGUMINOSAE","Myrocarpus","fastigiatus","Myrocarpus fastigiatus","Tree",6.31,16.39,1.02,1,0,"No",0.384990848078096,0.02109831579696
"30F",5703,"RUTACEAE","Esenbeckia","leiocarpa","Esenbeckia leiocarpa","Tree",11.61,24.35,0.62,1,0,"No",0.476796714579055,0.0465680242537024
"30F",5704,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",9.63,83.8330704435905,0.76,2,1,"Yes",0.114871135567912,0.55197654903672
"30G",5706,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",8.83,29.92,0.89,1,0,"No",0.295120320855615,0.0703093462421642
"30G",5707,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",13.43,100.27,0.76,1,0,"No",0.133938366410691,0.789645039032406
"30G",5708,"LEGUMINOSAE","Adenanthera","pavonina","Adenanthera pavonina","Tree",13.77,45.33,0.7,1,0,"No",0.303772336201191,0.161384313619273
"30G",5710,"ARECACEAE","Elaeis","guineensis","Elaeis guineensis","Arborescent",22.78,37.88,0.54,1,0,"No",0.601372756071806,0.112696342642928
"30G",5711,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",11.05,17.5726719652988,0.51,2,1,"Yes",0.628817292089711,0.0242530010379336
"30G",5712,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",11,13.31,0.51,1,0,"No",0.826446280991736,0.0139138075574655
"30G",5715,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",8.07,16.58,0.51,1,0,"No",0.486731001206273,0.021590312768457
"30G",5716,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",23,60.8,0.52,1,0,"No",0.378289473684211,0.290333426674154
"30G",5717,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",7.25,14.32,0.51,1,0,"No",0.506284916201117,0.0161055632341873
"30G",5718,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",8.91,19.74,0.51,1,0,"No",0.451367781155015,0.0306044217375491
"30G",5719,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",8.89,15.53,0.51,1,0,"No",0.572440437862202,0.0189423035906544
"30G",5720,"EUPHORBIACEAE","Alchornea","glandulosa","Alchornea glandulosa","Tree",8.6,27.98,0.4,1,0,"No",0.307362401715511,0.061487282831986
"30G",5722,"LEGUMINOSAE","Clitoria","fairchildiana","Clitoria fairchildiana","Tree",13.61,85.8460354355401,0.72,2,1,"Yes",0.158539645202596,0.578802459480072
"30G",5723,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",9.02,26.4479715668329,0.51,2,1,"Yes",0.34104694861785,0.0549382245385331
"30G",5727,"EUPHORBIACEAE","Euphorbia","pulcherrima","Euphorbia pulcherrima","Shrub",8.6,18.2315468350878,0.46,2,1,"Yes",0.471709837776833,0.0261057945752964
"30G",5731,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",5.17,17.32,0.51,1,0,"No",0.298498845265589,0.0235605626011559
"30G",5738,"MALVACEAE","Ceiba","pentandra","Ceiba pentandra","Tree",14.5,105.61,0.25,1,0,"No",0.137297604393523,0.875991650284468
"30G",5745,"POLYGONACEAE","Triplaris",NA,"Triplaris NA","Tree",9.12,43.1555454142338,0.51,5,1,"Yes",0.211328576952523,0.146272640344939
"30G",5750,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",7.89,43.35,0.68,1,0,"No",0.182006920415225,0.147593790011516
"30G",5751,"ANACARDIACEAE",NA,NA,"NA NA","Tree",6.28,35.563568437377,0.57,2,1,"Yes",0.176585204351984,0.0993345993084966
"30G",5752,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",9.47,53.4993831740143,0.68,2,1,"Yes",0.177011386639683,0.224795405690556
"30G",5753,"MELIACEAE","Guarea","macrophylla","Guarea macrophylla","Tree",11.49,43.61,0.6,1,0,"No",0.263471680807154,0.149369543843031
"30G",5754,"ANACARDIACEAE",NA,NA,"NA NA","Tree",4.03,20.66,0.57,1,0,"No",0.195062923523717,0.0335235896312648
"30G",5755,"LEGUMINOSAE","Albizia","lebbeck","Albizia lebbeck","Tree",10.61,36.45,0.67,1,0,"No",0.291083676268861,0.104348196338526
"30G",5756,"MALVACEAE","Theobroma","cacao","Theobroma cacao","Shrub/tree",4.35,25.5066716762497,0.43,4,1,"Yes",0.17054361522403,0.0510972426744195
"30G",5757,"MALVACEAE","Pterygota","brasiliensis","Pterygota brasiliensis","Tree",9.41,14.71,0.47,1,0,"No",0.639700883752549,0.016994767472841
"30G",5758,"MALVACEAE","Theobroma","cacao","Theobroma cacao","Shrub/tree",3.69,16.0973289709815,0.43,2,1,"Yes",0.229230576492034,0.02035155136922
"30G",5759,"RUBIACEAE","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",10.21,25.27,0.71,1,0,"No",0.40403640680649,0.0501533982855382
"30G",5760,"MYRTACEAE","Syzygium","cumini","Syzygium cumini","Tree",11.44,57.87,0.65,1,0,"No",0.197684465180577,0.263024889059394
"30G",5761,"RUBIACEAE","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",10.49,16.11,0.71,1,0,"No",0.65114835505897,0.0203836034682683
"30G",5762,"MALVACEAE","Pterygota","brasiliensis","Pterygota brasiliensis","Tree",8.56,54.69,0.47,1,0,"No",0.156518559151582,0.234912284366893
"30G",5763,"LEGUMINOSAE",NA,NA,"NA NA","Tree",13.49,45.26,0.72,1,0,"No",0.298055678303137,0.160886269081918
"30G",5764,"RUBIACEAE","Genipa","americana","Genipa americana","Tree",8.67,43.67,0.57,1,0,"No",0.19853446301809,0.149780841153239
"30G",5765,"LEGUMINOSAE","Albizia","lebbeck","Albizia lebbeck","Tree",7.81,38.52,0.67,1,0,"No",0.202751817237799,0.116536625502677
"30G",5767,"RUBIACEAE","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",23.14,35.65,0.71,1,0,"No",0.649088359046283,0.0998180197320493
"30G",5769,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",8.14,24.51,0.89,1,0,"No",0.332109343125255,0.0471820171219199
"30G",5770,"ANNONACEAE","Annona","muricata","Annona muricata","Tree",6.68,20.5,0.4,1,0,"No",0.325853658536585,0.0330063578167778
"30G",5771,"LEGUMINOSAE","Myroxylon","balsamum","Myroxylon balsamum","Tree",15.23,46.92,0.76,1,0,"No",0.32459505541347,0.172904337530446
"30G",5775,"RUBIACEAE","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",12.4,23.17,0.71,1,0,"No",0.535174794993526,0.042164014008194
"30G",5777,"RUBIACEAE","Genipa","americana","Genipa americana","Tree",14.78,16.58,0.57,1,0,"No",0.891435464414958,0.021590312768457
"30G",5778,"LEGUMINOSAE","Inga","laurina","Inga laurina","Tree",10.71,82.44,0.67,1,0,"No",0.129912663755459,0.533784363523964
"30G",5779,"BIGNONIACEAE","Tabebuia",NA,"Tabebuia NA","Tree",5.31,12.1,0.6,1,0,"No",0.438842975206612,0.011499014510302
"30G",5780,"RUBIACEAE","Genipa","americana","Genipa americana","Tree",7.43,20.69,0.57,1,0,"No",0.359110681488642,0.0336210182734342
"30G",5781,"MYRTACEAE","Syzygium","cumini","Syzygium cumini","Tree",11,50.23,0.65,1,0,"No",0.218992633884133,0.198160111381461
"30G",5782,"LEGUMINOSAE","Albizia","lebbeck","Albizia lebbeck","Tree",13.41,50.2143535256604,0.67,2,1,"Yes",0.267055115887278,0.198036678206101
"30G",5783,"MALVACEAE","Theobroma","cacao","Theobroma cacao","Shrub/tree",5.06,17.6206725183802,0.43,2,1,"Yes",0.287162705891156,0.0243856783496763
"30G",5784,"ANNONACEAE","Annona","muricata","Annona muricata","Tree",5.04,35.9888107611241,0.4,2,1,"Yes",0.140043527235535,0.101724338154248
"30G",5786,"LEGUMINOSAE","Albizia","lebbeck","Albizia lebbeck","Tree",10.01,19.96,0.67,1,0,"No",0.501503006012024,0.0312903884934605
"30G",5788,"RUBIACEAE","Genipa","americana","Genipa americana","Tree",14.68,19.83,0.57,1,0,"No",0.740292486132123,0.0308841255854799
"30G",5789,"LYTHRACEAE","Lagerstroemia",NA,"Lagerstroemia NA","Tree",13.4,42.91,0.6,1,0,"No",0.312281519459334,0.144612858406231
"30G",5790,"RUBIACEAE","Genipa","americana","Genipa americana","Tree",11.04,30.33,0.57,1,0,"No",0.363996043521266,0.0722494760552967
"30G",5791,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",10.44,13.02,0.89,1,0,"No",0.80184331797235,0.0133141010818401
"30G",5792,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",12.15,16.84,0.89,1,0,"No",0.721496437054632,0.0222727609405963
"30G",5793,"MALVACEAE","Ceiba","pentandra","Ceiba pentandra","Tree",29.61,83.4,0.25,1,0,"No",0.355035971223022,0.546288404940076
"30G",5794,"MALVACEAE","Ceiba","pentandra","Ceiba pentandra","Tree",35.97,142.22,0.25,1,0,"No",0.252918014343974,1.58858782572663
"30G",5795,"LEGUMINOSAE","Libidibia","ferrea","Libidibia ferrea","Tree",6.42,21.74,1.17,1,0,"No",0.295308187672493,0.0371200849010944
"30G",5796,"RUBIACEAE","Genipa","americana","Genipa americana","Tree",12.86,31.29,0.57,1,0,"No",0.410993927772451,0.0768955145988376
"30G",5797,"RUBIACEAE","Genipa","americana","Genipa americana","Tree",10.52,35.71,0.57,1,0,"No",0.294595351442173,0.10015429580969
"30G",5799,"LEGUMINOSAE","Inga","laurina","Inga laurina","Tree",7.17,79.2,0.67,1,0,"No",0.090530303030303,0.492651993565337
"30G",5802,"LEGUMINOSAE","Inga","laurina","Inga laurina","Tree",13.09,96.8759980593749,0.67,3,1,"Yes",0.135121188552578,0.737092956216035
"30G",5805,"MALVACEAE","Ceiba","pentandra","Ceiba pentandra","Tree",35.97,135.79,0.25,1,0,"No",0.264894322115031,1.44818971231649
"30G",5806,"LEGUMINOSAE","Clitoria","fairchildiana","Clitoria fairchildiana","Tree",7,67.8,0.72,1,0,"No",0.103244837758112,0.361034969343193
"30G",5807,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",20,58.28,0.52,1,0,"No",0.343170899107756,0.266765072923218
"30G",5808,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",13.59,69.58,0.52,1,0,"No",0.195314745616556,0.380240813287575
"30G",5810,"ARECACEAE","Roystonea","regia","Roystonea regia","Arborescent",15.6,72.26,0.52,1,0,"No",0.215887074453363,0.410096247920582
"30G",5814,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",20,67.23,0.52,1,0,"No",0.297486241261342,0.35498998744499
"30G",5816,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",19.92,65,0.52,1,0,"No",0.306461538461539,0.331830724035422
"30G",5817,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",18,61.62,0.52,1,0,"No",0.292112950340798,0.29821759901353
"30G",5819,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",12.66,51.44,0.68,1,0,"No",0.246111975116641,0.207822134565447
"30G",5820,"MYRISTICACEAE","Virola","surinamensis","Virola surinamensis","Tree",14.3,29.86,0.4,1,0,"No",0.478901540522438,0.0700276396289167
"30G",5821,"MALVACEAE",NA,NA,"NA NA","Tree",26.64,129.04,0.47,1,0,"No",0.206447613143211,1.30779174027803
"30G",5823,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",10.59,60.48,0.76,1,0,"No",0.175099206349206,0.287285327817935
"30G",5824,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",10.11,80.9632984752968,0.76,2,1,"Yes",0.124871394698485,0.514832870774798
"30G",5825,"ANACARDIACEAE","Spondias",NA,"Spondias NA","Tree",6.49,12.83,0.35,1,0,"No",0.505845674201091,0.0129283527738874
"30G",5827,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",8.72,70.73,0.76,1,0,"No",0.123285734483246,0.392913723162799
"30G",5828,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",19.31,116.66,0.53,1,0,"No",0.165523744213955,1.06889199728955
"30G",5829,"ARECACEAE",NA,NA,"NA NA","Arborescent",14.64,31.51,0.54,1,0,"No",0.464614408124405,0.0779806207013875
"30G",5830,"MELIACEAE",NA,NA,"NA NA","Tree",11.41,99.31,0.59,1,0,"No",0.114892760044306,0.774597061549123
"30G",5831,"MELIACEAE",NA,NA,"NA NA","Tree",11.29,95.17,0.59,1,0,"No",0.11862982032153,0.711360948334663
"30G",5834,"MELIACEAE","Carapa","guianensis","Carapa guianensis","Tree",18.25,35.01,0.53,1,0,"No",0.521279634390174,0.0962662607416069
"30G",5835,"MORACEAE","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",13.51,118.6,0.53,1,0,"No",0.113912310286678,1.1047379150422
"30G",5837,"LEGUMINOSAE","Erythrina","speciosa","Erythrina speciosa","Shrub/tree",6.31,20.05,0.29,1,0,"No",0.314713216957606,0.0315732025181183
"31A",5840,"LEGUMINOSAE",NA,NA,"NA NA","Tree",16.4,39.15,0.57,1,0,"No",0.418901660280971,0.120379743649795
"31A",5856,"ANNONACEAE","Annona","dolabripetala","Annona dolabripetala","Tree",4.97,19.89,0.35,1,0,"No",0.249874308697838,0.0310713016757808
"31A",5861,"ACANTHACEAE","Trichanthera","gigantea","Trichanthera gigantea","Tree",8.8,70.2088107006521,0.45,17,1,"Yes",0.125340394064221,0.38714451812171
"31A",5862,"EBENACEAE","Diospyros","blancoi","Diospyros blancoi","Tree",16.4,97.08,0.62,1,0,"No",0.168932838895756,0.740200572545076
"31A",5864,"LEGUMINOSAE","Inga","laurina","Inga laurina","Tree",11.88,75.12,0.67,1,0,"No",0.15814696485623,0.443201314578535
"31A",5865,"CHRYSOBALANACEAE","Moquilea","tomentosa","Moquilea tomentosa","Tree",14,55.7,0.98,1,0,"No",0.251346499102334,0.243668994795895
"31A",5870,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",29,51.25,0.52,1,0,"No",0.565853658536585,0.206289736354861
"31A",5871,"ARECACEAE","Euterpe","oleracea","Euterpe oleracea","Arborescent",14.98,60.9930905922958,0.39,24,1,"Yes",0.245601589533031,0.292180455388998
"31A",5872,"ARECACEAE","Cocos","nucifera","Cocos nucifera","Arborescent",15.68,36.92,0.54,1,0,"No",0.424702058504875,0.107056555511204
"31A",5874,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",24.41,69.71,0.52,1,0,"No",0.35016496915794,0.38166298871991
"31A",5875,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",31,73.85,0.52,1,0,"No",0.41976980365606,0.428342217499568
"31B",5876,"SAPOTACEAE","Pouteria","caimito","Pouteria caimito","Tree",10.73,34.95,0.95,1,0,"No",0.307010014306152,0.0959365820085392
"31B",5880,"ARECACEAE","Phoenix","rupicola","Phoenix rupicola","Arborescent",7.3,18.78,0.48,1,0,"No",0.388711395101171,0.0277000821611585
"31B",5881,"SAPOTACEAE","Pouteria","caimito","Pouteria caimito","Tree",13.36,30.88,0.95,1,0,"No",0.432642487046632,0.0748935582422824
"31B",5882,"QUIINACEAE","Quiina","glaziovii","Quiina glaziovii","Tree",7.79,14.16,0.62,1,0,"No",0.550141242937853,0.0157476729990903
"31B",5883,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",14.16,66.02,0.55,1,0,"No",0.214480460466525,0.342326816506992
"31B",5884,"INDETERMINADA",NA,NA,"NA NA","Tree",8.52,32.2705190537741,0.62,2,1,"Yes",0.26401806508915,0.081790296594708
"31B",5887,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",15.56,28.14,0.71,1,0,"No",0.552949538024165,0.0621925075508638
"31J",5890,"SOLANACEAE","Cestrum","axillare","Cestrum axillare","Shrub",3.15,10.38,0.62,1,0,"No",0.303468208092486,0.008462225387636
"31B",5892,"SAPINDACEAE","Dimocarpus","longan","Dimocarpus longan","Tree",14.89,92.31,0.7,1,0,"No",0.161304300725815,0.66924846429997
"31B",5893,"LEGUMINOSAE","Libidibia","ferrea","Libidibia ferrea","Tree",25.56,98.99,1.17,1,0,"No",0.258207899787857,0.769613238963468
"31J",5894,"EUPHORBIACEAE","Alchornea","glandulosa","Alchornea glandulosa","Tree",12.3,40.27,0.4,1,0,"No",0.305438291532158,0.127365891729141
"31B",5895,"LEGUMINOSAE","Peltogyne","discolor","Peltogyne discolor","Tree",18.67,42.72,0.79,1,0,"No",0.437031835205993,0.143335039156328
"31B",5897,"LEGUMINOSAE","Peltophorum","dubium","Peltophorum dubium","Tree",16.57,52.84,0.74,1,0,"No",0.313588190764572,0.219288319432519
"31B",5898,"ARECACEAE","Archontophoenix","alexandrae","Archontophoenix alexandrae","Arborescent",18.29,30.56,0.83,1,0,"No",0.598494764397906,0.0733494026211899
