"seção","canteiro","tombo","taxon","habito","altura","cap","dap","dia","mês","ano","latitude","longitude","densidade"
"22","B",4617,"ARECACEAE Phoenix canariensis Chabaud","palmeira",15.66,215,68.44,29,10,2021,"-22.9670990708105","-43.2224918000161",0.48
"22","B",4618,"EUPHORBIACEAE Sapium haematospermum Müll.Arg.","árvore",17.32,53.8,17.13,29,10,2021,"-22.9671514228169","-43.2225662174741",0.33
"22","B",4619,"MYRTACEAE Eugenia sprengelii DC.","árvore",14.14,80.4,25.59,29,10,2021,"-22.9671404764341","-43.2224693453335",0.52
"22","B",4619,"MYRTACEAE Eugenia sprengelii DC.","árvore",14.14,77.8,24.76,29,10,2021,"-22.9671404764341","-43.2224693453335",0.52
"22","B",4619,"MYRTACEAE Eugenia sprengelii DC.","árvore",14.14,75,23.87,29,10,2021,"-22.9671404764341","-43.2224693453335",0.52
"22","B",4619,"MYRTACEAE Eugenia sprengelii DC.","árvore",14.14,50.8,16.17,29,10,2021,"-22.9671404764341","-43.2224693453335",0.52
"22","C",4621,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",9.14,84.2,26.8,4,11,2021,"-22.9665408505701","-43.2230383946087",0.65
"22","C",4622,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",8.48,80.8,25.72,4,11,2021,"-22.9664600846213","-43.2229628764995",0.65
"22","C",4627,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",10.13,86.4,27.5,4,11,2021,"-22.966323057662","-43.22283971362",0.65
"22","C",4628,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",9.73,64.4,20.5,4,11,2021,"-22.9662933917798","-43.2228138584524",0.65
"22","C",4628,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",9.73,50.8,16.17,4,11,2021,"-22.9662933917798","-43.2228138584524",0.65
"22","C",4629,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",9.89,105.8,33.68,4,11,2021,"-22.9662655216623","-43.2227911102554",0.65
"22","C",4630,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",11.91,87.8,27.95,4,11,2021,"-22.966238858534","-43.2227648647715",0.65
"22","C",4633,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",8.57,118.8,37.82,4,11,2021,"-22.9661562918967","-43.2226898386347",0.65
"22","C",4635,"MELIACEAE Carapa guianensis Aubl.","árvore",13.19,264,84.03,14,9,2022,"-22.9661729243209","-43.2226075374209",0.53
"22","C",4636,"MELIACEAE Carapa guianensis Aubl.","árvore",10.69,130.4,41.51,4,11,2021,"-22.9662460194373","-43.2225940891419",0.53
"22","C",4637,"MELIACEAE Carapa guianensis Aubl.","árvore",16.53,210,66.84,4,11,2021,"-22.9663157039883","-43.2225776817812",0.53
"22","C",4638,"MELIACEAE Carapa guianensis Aubl.","árvore",15.76,331,105.36,4,11,2021,"-22.966387667025","-43.2225631365245",0.53
"22","C",4639,"MELIACEAE Carapa guianensis Aubl.","árvore",18.05,315,100.27,14,9,2022,"-22.9664544171522","-43.2225475769268",0.53
"22","C",4640,"MELIACEAE Carapa guianensis Aubl.","árvore",20.04,210,66.84,14,9,2022,"-22.9665264127554","-43.2225319097095",0.53
"22","C",4641,"MELIACEAE Carapa guianensis Aubl.","árvore",15.44,85,27.06,4,11,2021,"-22.9665965106466","-43.2225169304363",0.53
"22","C",4642,"MELIACEAE Carapa guianensis Aubl.","árvore",20.2,227,72.26,14,9,2022,"-22.9666674171735","-43.222500780062",0.53
"22","C",4643,"ANACARDIACEAE Spondias dulcis Parkinson","árvore",7.28,81.6,25.97,4,11,2021,"-22.9662629203658","-43.2226339982163",0.37
"22","C",4644,"ANACARDIACEAE Astronium urundeuva (M.Allemão) Engl.","árvore",10.23,97,30.88,4,11,2021,"-22.9662861308288","-43.2227219906488",0.95
"22","C",4647,"ANACARDIACEAE Spondias","árvore",13.28,68.8,21.9,4,11,2021,"-22.9663806548019","-43.2226497103041",0.35
"22","C",4647,"ANACARDIACEAE Spondias","árvore",13.28,125.2,39.85,4,11,2021,"-22.9663806548019","-43.2226497103041",0.57
"22","C",4649,"ARECACEAE Elaeis guineensis Jacq.","palmeira",18.59,125,39.79,4,11,2021,"-22.9663730432357","-43.2227561277913",0.54
"22","C",4650,"ARECACEAE Elaeis guineensis Jacq.","palmeira",15.6,133.6,42.53,4,11,2021,"-22.966459128276","-43.222701969998",0.54
"22","C",4651,"ANACARDIACEAE Spondias mombin L.","árvore",18.99,257.6,82,4,11,2021,"-22.9664853860165","-43.2226638663049",0.57
"22","C",4652,"ANACARDIACEAE Spondias mombin L.","árvore",20.43,275,87.54,4,11,2021,"-22.9664912073535","-43.2225846416552",0.57
"22","C",4653,"ARECACEAE Syagrus romanzoffiana (Cham.) Glassman","palmeira",26.63,112.8,35.91,4,11,2021,"-22.9665114793855","-43.2225869413914",0.54
"22","C",4657,"MALVACEAE Hibiscus","árvore",11.3,62.4,19.86,4,11,2021,"-22.9665843156805","-43.2227340463637",0.46
"22","C",4657,"MALVACEAE Hibiscus","árvore",11.3,55,17.51,4,11,2021,"-22.9665843156805","-43.2227340463637",0.46
"22","C",4657,"MALVACEAE Hibiscus","árvore",11.3,34.6,11.01,4,11,2021,"-22.9665843156805","-43.2227340463637",0.46
"22","C",4661,"MALVACEAE Thespesia populneoides (Roxb.) Kostel.","arbusto",6.2,43,13.69,4,11,2021,"-22.9664956776934","-43.2227626674059",0.62
"22","C",4661,"MALVACEAE Thespesia populneoides (Roxb.) Kostel.","arbusto",6.2,35,11.14,4,11,2021,"-22.9664956776934","-43.2227626674059",0.62
"22","C",4661,"MALVACEAE Thespesia populneoides (Roxb.) Kostel.","arbusto",6.2,32.8,10.44,4,11,2021,"-22.9664956776934","-43.2227626674059",0.62
"22","C",4664,"CYCADACEAE Cycas","",1.48,57,18.14,4,11,2021,"-22.9665826911195","-43.2227961499019",0.62
"22","C",4664,"CYCADACEAE Cycas","",1.8,53,16.87,4,11,2021,"-22.9665826911195","-43.2227961499019",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,88,28.01,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,80.8,25.72,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,79.2,25.21,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,72,22.92,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,59.6,18.97,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,56.4,17.95,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,54.6,17.38,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,53,16.87,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,52.8,16.81,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,48.6,15.47,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,43.6,13.88,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,42.2,13.43,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,41.6,13.24,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,37,11.78,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4669,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",10.56,34,10.82,4,11,2021,"-22.9666360739525","-43.2228971865858",0.62
"22","C",4675,"MALVACEAE Azanza lampas (Cav.) Alef.","árvore",5.6,67,21.33,4,11,2021,"-22.9664565437913","-43.2228786972055",0.68
"22","C",4675,"MALVACEAE Azanza lampas (Cav.) Alef.","árvore",5.6,42,13.37,4,11,2021,"-22.9664565437913","-43.2228786972055",0.68
"22","C",4676,"MALVACEAE Azanza lampas (Cav.) Alef.","árvore",5.02,73,23.24,4,11,2021,"-22.9664282237528","-43.2228491635407",0.68
"22","D",4681,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",5.15,33.4,10.63,5,11,2021,"-22.966767358709","-43.2232339488778",0.65
"22","D",4683,"MYRTACEAE Pimenta dioica (L.) Merr.","árvore",7.49,50,15.92,5,11,2021,"-22.9667125924572","-43.2231851041917",0.65
"22","D",4683,"MYRTACEAE Pimenta dioica (L.) Merr.","árvore",7.49,40.5,12.89,5,11,2021,"-22.9667125924572","-43.2231851041917",0.65
"22","D",4687,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",11.98,107.4,34.19,5,11,2021,"-22.9666020934472","-43.223089007422",0.65
"22","D",4688,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",10.8,81.6,25.97,5,11,2021,"-22.9665750032368","-43.2230641327031",0.65
"22","E",4715,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",5.91,33.4,10.63,5,11,2021,"-22.9668925769672","-43.223353385521",0.65
"22","E",4716,"ARECACEAE Roystonea oleracea (Jacq.) O.F.Cook","palmeira",35.17,211,67.16,5,11,2021,"-22.966588","-43.222776",0.52
"22","E",4718,"BIGNONIACEAE Spathodea campanulata P. Beauv.","árvore",14.28,191.4,60.92,5,11,2021,"-22.9669983600511","-43.2231318664574",0.22
"22","E",4719,"MAGNOLIACEAE Magnolia grandiflora L.","árvore",7.23,62.5,19.89,5,11,2021,"-22.966974447056","-43.2229932687738",0.37
"22","E",4720,"SAPINDACEAE Blighia sapida K.D.Koenig","árvore",11.06,115.4,36.73,5,11,2021,"-22.9670134943172","-43.2230278759561",0.75
"22","E",4721,"LEGUMINOSAE Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","árvore",8.78,78.4,24.96,5,11,2021,"-22.9670843311412","-43.2229684464094",0.89
"22","E",4721,"LEGUMINOSAE Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","árvore",8.78,67,21.33,5,11,2021,"-22.9670843311412","-43.2229684464094",0.89
"22","E",4726,"CUPRESSACEAE","",13.42,76.2,24.26,5,11,2021,"-22.9671062777906","-43.2230581040771",0.41
"22","E",4727,"ARECACEAE Phoenix reclinata Jacq.","palmeira",3.4,33.6,10.7,5,11,2021,"-22.9672224573623","-43.2230027822732",0.48
"22","E",4728,"ARECACEAE Phoenix reclinata Jacq.","palmeira",3.55,33.8,10.76,5,11,2021,"-22.9671776795432","-43.2230659866281",0.48
"22","E",4730,"ARECACEAE Phoenix reclinata Jacq.","palmeira",3.4,32.4,10.31,5,11,2021,"-22.9670391749019","-43.2232556929783",0.48
"22","E",4732,"ARECACEAE Phoenix reclinata Jacq.","palmeira",3.5,38.6,12.29,5,11,2021,"-22.966946180269","-43.2233830727211",0.48
"22","G",4744,"ARECACEAE","palmeira",6.21,87,27.69,4,11,2021,"-22.9667513524631","-43.222715585926",0.54
"22","G",4745,"ARECACEAE Sabal mauritiiformis (H.Karst.) Griseb. & H.Wendl.","palmeira",11.57,66,21.01,4,11,2021,"-22.9666717985139","-43.2226982432803",0.54
"22","G",4749,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",8.27,78.6,25.02,4,11,2021,"-22.9666817679221","-43.222830323153",0.62
"22","G",4749,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",8.27,77.6,24.7,4,11,2021,"-22.9666817679221","-43.222830323153",0.62
"22","G",4749,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",8.27,68,21.65,4,11,2021,"-22.9666817679221","-43.222830323153",0.62
"22","G",4749,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",8.27,52.8,16.81,4,11,2021,"-22.9666817679221","-43.222830323153",0.62
"22","G",4749,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",8.27,48.2,15.34,4,11,2021,"-22.9666817679221","-43.222830323153",0.62
"22","G",4749,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",8.27,45.4,14.45,4,11,2021,"-22.9666817679221","-43.222830323153",0.62
"22","G",4749,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",8.27,37.4,11.9,4,11,2021,"-22.9666817679221","-43.222830323153",0.62
"22","G",4750,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",9.59,149.4,47.56,4,11,2021,"-22.9667471381709","-43.2228592223635",0.62
"22","G",4750,"MALVACEAE Talipariti tiliaceum (L.) Fryxell","arbusto",9.59,146,46.47,4,11,2021,"-22.9667471381709","-43.2228592223635",0.62
"22","G",4752,"ARECACEAE Sabal mauritiiformis (H.Karst.) Griseb. & H.Wendl.","palmeira",13.79,70,22.28,4,11,2021,"-22.9667759953163","-43.2228564362849",0.54
"22","H",4754,"ARECACEAE Copernicia alba Morong","palmeira",12.18,62.2,19.8,4,11,2021,"-22.9669210406235","-43.2226243199089",0.79
"22","H",4755,"ARECACEAE Copernicia alba Morong","palmeira",8.81,71,22.6,4,11,2021,"-22.9669875250232","-43.2226132497453",0.79
"22","H",4756,"ARECACEAE Copernicia alba Morong","palmeira",16.97,71.8,22.85,4,11,2021,"-22.9670475596078","-43.2226454856604",0.79
"22","H",4757,"ARECACEAE Copernicia alba Morong","palmeira",11.44,61,19.42,4,11,2021,"-22.9670756072095","-43.2227001700875",0.79
"22","H",4758,"ARECACEAE Copernicia alba Morong","palmeira",11.28,74.2,23.62,4,11,2021,"-22.967074466806","-43.2227748478614",0.79
"22","H",4759,"ARECACEAE Copernicia alba Morong","palmeira",14.6,77.8,24.76,4,11,2021,"-22.9669152286926","-43.2228453415471",0.79
"22","H",4760,"ARECACEAE Copernicia alba Morong","palmeira",10.22,79,25.15,4,11,2021,"-22.9668584588848","-43.2227595623834",0.79
"22","H",4761,"ARECACEAE Copernicia alba Morong","palmeira",6.97,70,22.28,4,11,2021,"-22.9668690971227","-43.2226782460762",0.79
"22","H",4762,"ARECACEAE Syagrus pseudococos (Raddi) Glassman","palmeira",8.53,46.4,14.77,4,11,2021,"-22.9669729622891","-43.2227335579579",0.54
"18","B",4765,"BORAGINACEAE Cordia superba Cham.","árvore",6.67,65.3,20.79,1,10,2021,"-22.967712236165","-43.2266310155426",0.51
"18","B",4765,"BORAGINACEAE Cordia superba Cham.","árvore",6.67,46.6,14.83,1,10,2021,"-22.967712236165","-43.2266310155426",0.51
"18","B",4768,"PROTEACEAE Grevillea thelemanniana Hügel ex Lindl.","árvore",9.73,75.3,23.97,1,10,2021,"-22.9677665669398","-43.2265003644704",0.68
"6","C",4772,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",8.13,46.2,14.71,26,5,2021,"-22.9672126778611","-43.2236349467191",0.65
"6","C",4776,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",5.44,34,10.82,26,5,2021,"-22.967065906638","-43.2235020967546",0.65
"8","B",4782,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",6.12,42.5,13.53,2,6,2021,"-22.9670787714603","-43.2236011933832",0.65
"21","A",4795,"STRELITZIACEAE Ravenala madagascariensis Sonn.","",6.2,87,27.69,26,4,2022,"-22.9668213250511","-43.2223286308174",0.62
"21","A",4795,"STRELITZIACEAE Ravenala madagascariensis Sonn.","",1.6,80.2,25.53,26,4,2022,"-22.9668213250511","-43.2223286308174",0.62
"21","A",4795,"STRELITZIACEAE Ravenala madagascariensis Sonn.","",1.4,76,24.19,26,4,2022,"-22.9668213250511","-43.2223286308174",0.62
"21","A",4795,"STRELITZIACEAE Ravenala madagascariensis Sonn.","",1.4,63.5,20.21,26,4,2022,"-22.9668213250511","-43.2223286308174",0.62
"23","A",4809,"LEGUMINOSAE Dalbergia nigra (Vell.) Allemão ex Benth.","árvore",12.9,71.7,22.82,9,11,2021,"-22.966567","-43.223794",0.68
"23","A",4809,"LEGUMINOSAE Dalbergia nigra (Vell.) Allemão ex Benth.","árvore",12.9,68.9,21.93,9,11,2021,"-22.966567","-43.223794",0.68
"23","A",4810,"LEGUMINOSAE Dalbergia nigra (Vell.) Allemão ex Benth.","árvore",11.07,42.9,13.66,9,11,2021,"-22.9665675689758","-43.2237568971657",0.68
"23","A",4810,"LEGUMINOSAE Dalbergia nigra (Vell.) Allemão ex Benth.","árvore",11.07,37,11.78,9,11,2021,"-22.9665675689758","-43.2237568971657",0.68
"23","A",4810,"LEGUMINOSAE Dalbergia nigra (Vell.) Allemão ex Benth.","árvore",11.07,33,10.5,9,11,2021,"-22.9665675689758","-43.2237568971657",0.68
"23","A",4811,"BORAGINACEAE Cordia superba Cham.","árvore",6,38.1,12.13,9,11,2021,"-22.9665302910179","-43.2237600954036",0.51
"23","A",4812,"LECYTHIDACEAE Cariniana estrellensis (Raddi) Kuntze","árvore",18.54,191,60.8,9,11,2021,"-22.9665285188154","-43.223724435383",0.78
"23","A",4817,"ANACARDIACEAE Astronium urundeuva (M.Allemão) Engl.","arbusto, árvore",11.6,42.6,13.56,9,11,2021,"-22.966482646819","-43.2236642300925",0.95
"23","A",4818,"APOCYNACEAE Aspidosperma polyneuron Müll.Arg.","árvore",12.59,67.9,21.61,9,11,2021,"-22.9664529199298","-43.2236296960826",0.77
"23","A",4819,"LEGUMINOSAE Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","árvore",12.5,50.4,16.04,9,11,2021,"-22.9664782893467","-43.2235936911296",0.89
"23","A",4819,"LEGUMINOSAE Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","árvore",12.5,45.8,14.58,9,11,2021,"-22.9664782893467","-43.2235936911296",0.89
"23","A",4820,"LEGUMINOSAE Hymenaea courbaril L.","árvore",19.34,153.4,48.83,9,11,2021,"-22.9665023122592","-43.2235672706342",0.74
"23","A",4821,"MELIACEAE Swietenia macrophylla King","árvore",16,124.5,39.63,9,11,2021,"-22.9665271499729","-43.2235410345238",0.47
"23","A",4823,"LEGUMINOSAE Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","árvore",13.54,71.5,22.76,9,11,2021,"-22.9665249864856","-43.2236050370085",0.89
"23","A",4824,"LEGUMINOSAE Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","árvore",12.31,54.6,17.38,9,11,2021,"-22.9665603520598","-43.2235963830023",0.89
"23","A",4826,"SOLANACEAE Acnistus arborescens (L.) Schltdl.","árvore",4.5,32.7,10.41,9,11,2021,"-22.9666210889796","-43.2234753449483",0.62
"23","A",4827,"SOLANACEAE Solandra grandiflora Sw.","árvore",22.39,300,95.49,9,11,2021,"-22.9666357402881","-43.2235530538235",0.98
"23","A",4832,"ARECACEAE Livistona chinensis (Jacq.) R.Br. ex Mart.","palmeira",12.97,92.6,29.48,9,11,2021,"-22.9666855264813","-43.2233275569603",0.71
"23","A",4836,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",8.18,48.2,15.34,9,11,2021,"-22.9667206289301","-43.2232817310017",0.65
"23","A",4836,"MYRTACEAE Syzygium aromaticum (L.) Merr. & L.M.Perry","árvore",8.18,41.9,13.34,9,11,2021,"-22.9667206289301","-43.2232817310017",0.65
"23","A",4837,"ARECACEAE Veitchia subdisticha (H.E.Moore) C.Lewis & Zona","palmeira",11.07,48,15.28,9,11,2021,"-22.9666625386179","-43.2233311049065",0.54
"23","A",4838,"MYRISTICACEAE Virola surinamensis (Rol. ex Rottb.) Warb.","árvore",17.77,147.8,47.05,9,11,2021,"-22.9667561886976","-43.2235176298271",0.4
"23","A",4839,"LEGUMINOSAE Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","árvore",14.2,103.6,32.98,9,11,2021,"-22.9667005485095","-43.2235221408632",0.89
"23","A",4842,"SAPOTACEAE Chrysophyllum","árvore",14.23,93.1,29.63,9,11,2021,"-22.966670434068895","-43.22361691141966",0.8
"23","A",4843,"COMBRETACEAE Terminalia catappa L.","árvore",13.93,102.9,32.75,9,11,2021,"-22.9666655897504","-43.2236637995158",0.59
"23","A",4848,"ARECACEAE Phoenix reclinata Jacq.","palmeira",5.19,34.3,10.92,9,11,2021,"-22.9666132023882","-43.2238377217374",0.48
"23","A",4854,"ARECACEAE Phoenix reclinata Jacq.","palmeira",4.51,33,10.5,9,11,2021,"-22.966896343706","-43.2234509752343",0.48
"23","B",4863,"LEGUMINOSAE Dalbergia nigra (Vell.) Allemão ex Benth.","árvore",18.38,80.4,25.59,9,11,2021,"-22.9664756487096","-43.2238190103582",0.68
"23","B",4863,"LEGUMINOSAE Dalbergia nigra (Vell.) Allemão ex Benth.","árvore",18.38,70.8,22.54,9,11,2021,"-22.9664756487096","-43.2238190103582",0.68
"23","B",4864,"ANACARDIACEAE Astronium urundeuva (M.Allemão) Engl.","árvore",10.83,48.1,15.31,9,11,2021,"-22.9665094115528","-43.2238325342752",0.95
"23","B",4865,"LEGUMINOSAE Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","árvore",12.9,62.2,19.8,9,11,2021,"-22.9665204955373","-43.2238602611327",0.89
"23","B",4866,"MELIACEAE Swietenia macrophylla King","árvore",18.01,112,35.65,9,11,2021,"-22.9665151072296","-43.22388792042",0.47
"23","B",4868,"LEGUMINOSAE Holocalyx balansae Micheli","árvore",5.5,43.5,13.85,9,11,2021,"-22.966482796961","-43.2238783076302",0.86
"23","B",4870,"LEGUMINOSAE Hymenaea courbaril L.","árvore",16.68,89.8,28.58,9,11,2021,"-22.9664521782724","-43.2238568628728",0.74
"23","B",4871,"ARECACEAE Phoenix reclinata Jacq.","palmeira",4.5,36.2,11.52,9,11,2021,"-22.9664710847798","-43.22403067244",0.48
"23","B",4872,"ARECACEAE Phoenix reclinata Jacq.","palmeira",4.71,36.8,11.71,9,11,2021,"-22.966518471751","-43.223966566692",0.48
"23","B",4873,"ARECACEAE Phoenix reclinata Jacq.","palmeira",3.88,36.9,11.75,9,11,2021,"-22.9665663498323","-43.223901966874",0.48
"23","C",4878,"INDETERMINADA","árvore",5.21,39.6,12.61,17,11,2021,"-22.9663582889533","-43.2232823127767",0.62
"23","C",4881,"ARECACEAE Syagrus schizophylla (Mart.) Glassman","palmeira",4.59,33.2,10.57,17,11,2021,"-22.9662678911678","-43.2233948443773",0.54
"23","C",4882,"SOLANACEAE Metternichia principis J.C.Mikan","árvore",5.21,76,24.19,17,11,2021,"-22.9662905723987","-43.2233768282763",0.62
"23","C",4882,"SOLANACEAE Metternichia principis J.C.Mikan","árvore",5.21,36.4,11.59,17,11,2021,"-22.9662905723987","-43.2233768282763",0.62
"23","C",4883,"ARECACEAE Syagrus schizophylla (Mart.) Glassman","palmeira",5.5,40.8,12.99,17,11,2021,"-22.9663057161474","-43.2233993626039",0.54
"23","C",4884,"ARECACEAE Syagrus schizophylla (Mart.) Glassman","palmeira",5.59,34.5,10.98,17,11,2021,"-22.9663353984039","-43.2234000961501",0.54
"23","C",4885,"ARECACEAE Syagrus schizophylla (Mart.) Glassman","palmeira",6.57,37.2,11.84,17,11,2021,"-22.9663693305347","-43.2234005205936",0.54
"23","C",4886,"POLYGONACEAE Coccoloba uvifera L.","arbusto, trepadeira",8.3,70,22.28,17,11,2021,"-22.9663329778153","-43.2233589639557",0.69
"23","C",4890,"POLYGONACEAE Antigonon leptopus Hook. & Arn.","árvore",6.93,56,17.83,17,11,2021,"-22.9663962987108","-43.2232880085686",0.6
"23","C",4890,"POLYGONACEAE Antigonon leptopus Hook. & Arn.","árvore",6.93,38.4,12.22,17,11,2021,"-22.9663962987108","-43.2232880085686",0.6
"23","D",4891,"CHRYSOBALANACEAE Moquilea tomentosa Benth.","árvore",13.23,393,125.1,17,11,2021,"-22.9665127127433","-43.2234437503188",0.98
"23","D",4893,"LEGUMINOSAE Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","árvore",8.39,85.2,27.12,17,11,2021,"-22.9664724377341","-43.2233197318539",0.89
"23","D",4895,"POLYGONACEAE Ruprechtia lundii Meisn.","árvore",7.64,94.2,29.98,17,11,2021,"-22.9664769928054","-43.2232233794724",0.65
"23","D",4895,"POLYGONACEAE Ruprechtia lundii Meisn.","árvore",7.64,52.6,16.74,17,11,2021,"-22.9664769928054","-43.2232233794724",0.65
"23","D",4895,"POLYGONACEAE Ruprechtia lundii Meisn.","árvore",7.64,49.4,15.72,17,11,2021,"-22.9664769928054","-43.2232233794724",0.65
"23","D",4895,"POLYGONACEAE Ruprechtia lundii Meisn.","árvore",7.64,44.8,14.26,17,11,2021,"-22.9664769928054","-43.2232233794724",0.65
"23","D",4896,"POLYGONACEAE Coccoloba arborescens (Vell.) R.A.Howard","arbusto, trepadeira",3.23,36,11.46,17,11,2021,"-22.9664979346662","-43.2232475739067",0.69
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,51.5,16.39,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,51.1,16.27,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,50.3,16.01,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,49.6,15.79,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,48,15.28,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,47.1,14.99,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,46.4,14.77,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,45.8,14.58,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,45.3,14.42,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,45,14.32,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,42.6,13.56,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
"23","D",4897,"ARECACEAE Bactris gasipaes Kunth","palmeira",16.26,42.4,13.5,17,11,2021,"-22.9665011952582","-43.2231250378438",0.54
